price,timestamp
1034820,2016-03-17
1030149,2016-03-24
1027700,2016-03-26
1031900,2016-03-27
1036500,2016-03-28
1041500,2016-03-29
1041100,2016-03-30
1042200,2016-04-02
1040200,2016-04-03
1049600,2016-04-04
1043600,2016-04-05
1052200,2016-04-06
1054630,2016-04-07
1056800,2016-04-09
1064800,2016-04-10
1062500,2016-04-11
1056800,2016-04-12
1045200,2016-04-13
1048900,2016-04-14
1048700,2016-04-16
1043400,2016-04-17
1050800,2016-04-18
1048700,2016-04-19
1049400,2016-04-20
1042900,2016-04-23
1042700,2016-04-24
1044300,2016-04-25
1046800,2016-04-26
1052200,2016-04-27
1055000,2016-04-28
1070100,2016-04-30
1068800,2016-05-01
1062800,2016-05-02
1057900,2016-05-03
1057200,2016-05-04
1061100,2016-05-07
1056760,2016-05-08
1055600,2016-05-09
1052200,2016-05-10
1051900,2016-05-11
1051700,2016-05-12
1047300,2016-05-14
1051700,2016-05-15
1045900,2016-05-16
1043200,2016-05-17
1030700,2016-05-18
1030260,2016-05-19
1030000,2016-05-21
1022200,2016-05-23
1014800,2016-05-24
1022600,2016-05-25
1019750,2016-05-26
1015940,2016-05-28
1012480,2016-05-29
1012940,2016-05-30
1015710,2016-05-31
1018010,2016-06-01
1026104,2016-06-02
1024240,2016-06-05
1021940,2016-06-06
1031620,2016-06-07
1035540,2016-06-08
1039942,2016-06-09
1041080,2016-06-11
1046610,2016-06-12
1046840,2016-06-13
1047310,2016-06-14
1063450,2016-06-15
1061338,2016-06-16
1057910,2016-06-18
1050070,2016-06-19
1046150,2016-06-20
1044310,2016-06-21
1045230,2016-06-22
1065113,2016-06-23
1090200,2016-06-25
1098280,2016-06-26
1103580,2016-06-28
1099430,2016-06-29
1117916,2016-06-30
1117880,2016-07-02
1119720,2016-07-03
1119720,2016-07-04
1134720,2016-07-05
1140940,2016-07-09
1137250,2016-07-10
1123640,2016-07-11
1120650,2016-07-12
1110500,2016-07-13
1110120,2016-07-14
1107040,2016-07-16
1104500,2016-07-17
1109110,2016-07-18
1103120,2016-07-19
1107730,2016-07-20
1106876,2016-07-21
1107270,2016-07-23
1110730,2016-07-24
1112570,2016-07-25
1118340,2016-07-26
1125490,2016-07-27
1137205,2016-07-28
1140250,2016-07-31
1150170,2016-08-01
1144170,2016-08-02
1143480,2016-08-03
1132600,2016-08-04
1130100,2016-08-06
1129870,2016-08-07
1134720,2016-08-08
1140370,2016-08-09
1140250,2016-08-10
1133133,2016-08-11
1131030,2016-08-13
1134950,2016-08-14
1138410,2016-08-15
1137710,2016-08-16
1138640,2016-08-17
1136328,2016-08-18
1131830,2016-08-20
1131490,2016-08-21
1133330,2016-08-22
1128720,2016-08-23
1129180,2016-08-24
1129580,2016-08-25
1131490,2016-08-27
1133560,2016-08-28
1130790,2016-08-29
1128030,2016-08-30
1129870,2016-08-31
1135893,2016-09-01
1138640,2016-09-03
1137480,2016-09-04
1144630,2016-09-05
1140710,2016-09-06
1136560,2016-09-07
1135839,2016-09-08
1136560,2016-09-10
1134480,2016-09-11
1138640,2016-09-13
1137940,2016-09-14
1135141,2016-09-15
1135290,2016-09-17
1131950,2016-09-18
1132410,2016-09-19
1140480,2016-09-21
1139923,2016-09-22
1140250,2016-09-24
1141860,2016-09-25
1137020,2016-09-26
1136560,2016-09-27
1137020,2016-09-28
1133328,2016-09-29
1134250,2016-10-01
1131260,2016-10-02
1109580,2016-10-03
1106350,2016-10-04
1096890,2016-10-05
1097311,2016-10-06
1101500,2016-10-08
1103120,2016-10-09
1103350,2016-10-10
1101551,2016-10-13
1095050,2016-10-15
1097120,2016-10-16
1099430,2016-10-17
1102200,2016-10-18
1100810,2016-10-19
1100745,2016-10-20
1103810,2016-10-22
1104620,2016-10-23
1110840,2016-10-24
1110730,2016-10-25
1109580,2016-10-26
1112630,2016-10-27
1122490,2016-10-29
1120760,2016-10-30
1129180,2016-10-31
1138170,2016-11-01
1134250,2016-11-02
1135232,2016-11-03
1143250,2016-11-05
1125720,2016-11-06
1125720,2016-11-07
1132180,2016-11-08
1130100,2016-11-09
1104110,2016-11-10
1108420,2016-11-12
1111420,2016-11-13
1108310,2016-11-14
1108190,2016-11-15
1104270,2016-11-16
1099796,2016-11-17
1099910,2016-11-19
1105890,2016-11-21
1104500,2016-11-22
1100120,2016-11-23
1103201,2016-11-24
1117650,2016-11-26
1124110,2016-11-27
1128446,2016-11-29
1122470,2016-12-01
1131030,2016-12-03
1131030,2016-12-04
1122030,2016-12-05
1124110,2016-12-06
1124340,2016-12-07
1126070,2016-12-10
1128950,2016-12-11
1129640,2016-12-12
1132870,2016-12-13
1123180,2016-12-14
1123918,2016-12-15
1124340,2016-12-18
1126410,2016-12-19
1127570,2016-12-20
1127800,2016-12-21
1131640,2016-12-22
1140940,2016-12-24
1150400,2016-12-25
1158930,2016-12-26
1147400,2016-12-27
1146480,2016-12-28
1144865,2016-12-29
1125030,2016-12-31
1130560,2017-01-01
1131720,2017-01-02
1133330,2017-01-03
1140940,2017-01-04
1142846,2017-01-05
1147170,2017-01-07
1148320,2017-01-08
1149010,2017-01-09
1152010,2017-01-10
1159160,2017-01-11
1150173,2017-01-12
1153400,2017-01-14
1150860,2017-01-15
1152240,2017-01-16
1150860,2017-01-17
1146710,2017-01-18
1145176,2017-01-19
1146020,2017-01-21
1147860,2017-01-22
1147860,2017-01-23
1144400,2017-01-24
1142560,2017-01-25
1140119,2017-01-26
1139900,2017-01-28
1130780,2017-01-29
1137940,2017-01-30
1136320,2017-01-31
1140480,2017-02-01
1145417,2017-02-02
1150870,2017-02-04
1155480,2017-02-05
1151560,2017-02-06
1154790,2017-02-07
1153870,2017-02-08
1153969,2017-02-09
1155020,2017-02-11
1147860,2017-02-12
1145790,2017-02-13
1149250,2017-02-14
1150170,2017-02-15
1149737,2017-02-16
1148330,2017-02-18
1146020,2017-02-19
1149020,2017-02-20
1149830,2017-02-21
1152940,2017-02-22
1153170,2017-02-23
1162870,2017-02-25
1160330,2017-02-26
1160790,2017-02-27
1161490,2017-02-28
1157791,2017-03-01
1152020,2017-03-04
1144630,2017-03-05
1133780,2017-03-06
1127780,2017-03-07
1135860,2017-03-08
1130714,2017-03-09
1128930,2017-03-11
1130550,2017-03-12
1128240,2017-03-13
1127090,2017-03-14
1138630,2017-03-15
1138911,2017-03-16
1153640,2017-03-18
1165640,2017-03-25
1170490,2017-03-26
1170490,2017-03-27
1167030,2017-03-28
1166100,2017-03-29
1166200,2017-03-30
1164950,2017-04-03
1161950,2017-04-04
1163330,2017-04-05
1165264,2017-04-06
1167950,2017-04-08
1167030,2017-04-09
1168870,2017-04-10
1170610,2017-04-12
1178369,2017-04-13
1189070,2017-04-15
1188730,2017-04-16
1187460,2017-04-17
1178340,2017-04-18
1178220,2017-04-19
1179830,2017-04-20
1181570,2017-04-22
1177760,2017-04-23
1176260,2017-04-24
1171070,2017-04-26
1171114,2017-04-27
1174990,2017-04-29
1166100,2017-04-30
1162060,2017-05-01
1161830,2017-05-02
1149940,2017-05-03
1138081,2017-05-04
1137590,2017-05-06
1140710,2017-05-07
1134010,2017-05-08
1134820,2017-05-09
1137010,2017-05-10
1137042,2017-05-11
1140590,2017-05-13
1138860,2017-05-14
1145900,2017-05-15
1158600,2017-05-16
1152710,2017-05-17
1152572,2017-05-18
1150750,2017-05-20
1151790,2017-05-21
1149250,2017-05-22
1146940,2017-05-23
1148210,2017-05-24
1147488,2017-05-25
1148900,2017-05-27
1145560,2017-05-28
1140480,2017-05-29
1138510,2017-05-30
1137590,2017-05-31
1139323,2017-06-01
1142790,2017-06-03
1150750,2017-06-06
1146600,2017-06-07
1143590,2017-06-08
1143940,2017-06-10
1141170,2017-06-11
1142090,2017-06-12
1144860,2017-06-13
1137360,2017-06-14
1140133,2017-06-15
1145560,2017-06-17
1140130,2017-06-18
1138980,2017-06-19
1139900,2017-06-20
1145790,2017-06-21
1146778,2017-06-22
1156290,2017-06-24
1152250,2017-06-25
1157220,2017-06-28
1159991,2017-06-29
1159520,2017-07-01
1148900,2017-07-02
1146710,2017-07-03
1145560,2017-07-04
1146830,2017-07-05
1139202,2017-07-06
1137010,2017-07-08
1135740,2017-07-09
1134130,2017-07-10
1137130,2017-07-11
1133440,2017-07-12
1133901,2017-07-13
1137010,2017-07-15
1137820,2017-07-16
1138510,2017-07-17
1139090,2017-07-18
1139780,2017-07-19
1146480,2017-07-22
1150750,2017-07-23
1148560,2017-07-24
1154790,2017-07-25
1161490,2017-07-26
1162451,2017-07-27
1179380,2017-07-29
1176030,2017-07-30
1179610,2017-07-31
1181340,2017-08-01
1181340,2017-08-02
1180788,2017-08-03
1174070,2017-08-05
1173030,2017-08-06
1175220,2017-08-07
1178570,2017-08-08
1180190,2017-08-09
1181508,2017-08-10
1191730,2017-08-12
1182730,2017-08-13
1178110,2017-08-14
1178340,2017-08-15
1184570,2017-08-16
1184209,2017-08-17
1185730,2017-08-19
1186880,2017-08-20
1186880,2017-08-21
1191500,2017-08-22
1193350,2017-08-23
1202101,2017-08-24
1212280,2017-08-26
1218510,2017-08-27
1223820,2017-08-28
1225440,2017-08-29
1235820,2017-08-30
1238345,2017-08-31
1264910,2017-09-02
1256830,2017-09-03
1254990,2017-09-04
1255220,2017-09-05
1263990,2017-09-06
1264507,2017-09-07
1255450,2017-09-10
1255450,2017-09-11
1248980,2017-09-12
1246910,2017-09-13
1240163,2017-09-14
1231440,2017-09-16
1219430,2017-09-17
1212510,2017-09-18
1218510,2017-09-19
1199350,2017-09-20
1200472,2017-09-21
1215970,2017-09-23
1227510,2017-09-24
1218740,2017-09-25
1210890,2017-09-26
1213430,2017-09-27
1213114,2017-09-28
1207430,2017-10-02
1215970,2017-10-03
1213200,2017-10-04
1216770,2017-10-05
1240440,2017-10-07
1255440,2017-10-08
1246440,2017-10-09
1241590,2017-10-10
1251750,2017-10-11
1244544,2017-10-12
1244590,2017-10-14
1241130,2017-10-15
1232820,2017-10-16
1231430,2017-10-17
1230970,2017-10-18
1224472,2017-10-19
1216890,2017-10-21
1226350,2017-10-22
1226120,2017-10-23
1226590,2017-10-24
1223120,2017-10-25
1235031,2017-10-26
1241130,2017-10-28
1239740,2017-10-29
1235590,2017-10-30
1241820,2017-10-31
1241820,2017-11-01
1238009,2017-11-02
1243440,2017-11-04
1248980,2017-11-05
1242510,2017-11-06
1251520,2017-11-07
1254060,2017-11-08
1259370,2017-11-11
1260980,2017-11-12
1260520,2017-11-13
1254060,2017-11-14
1256370,2017-11-15
1262501,2017-11-16
1265370,2017-11-18
1265370,2017-11-20
1269060,2017-11-21
1270450,2017-11-22
1270789,2017-11-23
1278760,2017-11-25
1284070,2017-11-26
1294920,2017-11-28
1290770,2017-11-29
1299314,2017-11-30
1301390,2017-12-02
1312240,2017-12-03
1307620,2017-12-04
1304620,2017-12-05
1290755,2017-12-07
1285230,2017-12-09
1284300,2017-12-10
1278530,2017-12-11
1277840,2017-12-12
1282450,2017-12-13
1282043,2017-12-14
1279680,2017-12-16
1281530,2017-12-17
1285230,2017-12-18
1286840,2017-12-19
1286840,2017-12-20
1291153,2017-12-21
1296540,2017-12-23
1298150,2017-12-24
1302770,2017-12-25
1310620,2017-12-26
1317780,2017-12-27
1336662,2017-12-28
1347560,2017-12-30
1369950,2017-12-31
1383340,2018-01-01
1400430,2018-01-02
1364180,2018-01-03
1363644,2018-01-04
1372030,2018-01-06
1372260,2018-01-07
1369490,2018-01-08
1384270,2018-01-09
1385880,2018-01-10
1388673,2018-01-11
1393270,2018-01-13
1402500,2018-01-14
1402040,2018-01-15
1413820,2018-01-16
1403890,2018-01-17
1411775,2018-01-18
1441750,2018-01-20
1441520,2018-01-21
1442680,2018-01-22
1448450,2018-01-23
1454450,2018-01-24
1448038,2018-01-25
1447290,2018-01-27
1440600,2018-01-28
1442680,2018-01-29
1455140,2018-01-30
1457910,2018-01-31
1468933,2018-02-01
1478690,2018-02-03
1483310,2018-02-04
1480310,2018-02-05
1474770,2018-02-06
1477070,2018-02-07
1484588,2018-02-08
1490460,2018-02-10
